"DXXPT6X.Code.or.Value","DXXPT6X.Value.Description","DXXPT6X.Count","DXXPT6X.Cumulative","DXXPT6X.Skip.to.Item"
"16.1 to 481.2","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
