"DXXPT63Y.Code.or.Value","DXXPT63Y.Value.Description","DXXPT63Y.Count","DXXPT63Y.Cumulative","DXXPT63Y.Skip.to.Item"
"70.2 to 254.4","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
