"DXXPT37Y.Code.or.Value","DXXPT37Y.Value.Description","DXXPT37Y.Count","DXXPT37Y.Cumulative","DXXPT37Y.Skip.to.Item"
"55 to 241.3","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
