"DXXPT44Y.Code.or.Value","DXXPT44Y.Value.Description","DXXPT44Y.Count","DXXPT44Y.Cumulative","DXXPT44Y.Skip.to.Item"
"87.9 to 329.4","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
