"AUXRR281.Code.or.Value","AUXRR281.Value.Description","AUXRR281.Count","AUXRR281.Cumulative","AUXRR281.Skip.to.Item"
"-16 to 48","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
