"DXXPT80X.Code.or.Value","DXXPT80X.Value.Description","DXXPT80X.Count","DXXPT80X.Cumulative","DXXPT80X.Skip.to.Item"
"481.2 to 1068.8","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
