"DXXPT40X.Code.or.Value","DXXPT40X.Value.Description","DXXPT40X.Count","DXXPT40X.Cumulative","DXXPT40X.Skip.to.Item"
"57.2 to 559.3","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
