"RHQ584.Code.or.Value","RHQ584.Value.Description","RHQ584.Count","RHQ584.Cumulative","RHQ584.Skip.to.Item"
"1","Yes",21,21,NA
"2","No",26,47,NA
"7","Refused",0,47,NA
"9","Don't know",0,47,NA
".","Missing",3470,3517,NA
