"DXXPT55Y.Code.or.Value","DXXPT55Y.Value.Description","DXXPT55Y.Count","DXXPT55Y.Cumulative","DXXPT55Y.Skip.to.Item"
"92.2 to 320.5","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
