"DXXPT22X.Code.or.Value","DXXPT22X.Value.Description","DXXPT22X.Count","DXXPT22X.Cumulative","DXXPT22X.Skip.to.Item"
"34.7 to 485.8","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
