"CIQD092.Code.or.Value","CIQD092.Value.Description","CIQD092.Count","CIQD092.Cumulative","CIQD092.Skip.to.Item"
"1","Yes",5,5,NA
"2","No",18,23,NA
"7","Refuse",0,23,NA
"9","Don't know",0,23,NA
".","Missing",755,778,NA
