"DXXPT75X.Code.or.Value","DXXPT75X.Value.Description","DXXPT75X.Count","DXXPT75X.Cumulative","DXXPT75X.Skip.to.Item"
"485.9 to 1067.3","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
