"DXXPT6X.Code.or.Value","DXXPT6X.Value.Description","DXXPT6X.Count","DXXPT6X.Cumulative","DXXPT6X.Skip.to.Item"
"244.1 to 890.3","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
