"DXXPT42Y.Code.or.Value","DXXPT42Y.Value.Description","DXXPT42Y.Count","DXXPT42Y.Cumulative","DXXPT42Y.Skip.to.Item"
"153.9 to 387.2","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
