"DXXPT47Y.Code.or.Value","DXXPT47Y.Value.Description","DXXPT47Y.Count","DXXPT47Y.Cumulative","DXXPT47Y.Skip.to.Item"
"131 to 357.3","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
