"DXXPT9Y.Code.or.Value","DXXPT9Y.Value.Description","DXXPT9Y.Count","DXXPT9Y.Cumulative","DXXPT9Y.Skip.to.Item"
"170.7 to 402.1","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
