"DXXPT46Y.Code.or.Value","DXXPT46Y.Value.Description","DXXPT46Y.Count","DXXPT46Y.Cumulative","DXXPT46Y.Skip.to.Item"
"136.1 to 364.1","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
