"AUXRR139.Code.or.Value","AUXRR139.Value.Description","AUXRR139.Count","AUXRR139.Cumulative","AUXRR139.Skip.to.Item"
"-30 to 53","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
