"DXXPT34X.Code.or.Value","DXXPT34X.Value.Description","DXXPT34X.Count","DXXPT34X.Cumulative","DXXPT34X.Skip.to.Item"
"237.6 to 879.5","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
