"DXXPT74X.Code.or.Value","DXXPT74X.Value.Description","DXXPT74X.Count","DXXPT74X.Cumulative","DXXPT74X.Skip.to.Item"
"4.6 to 448.7","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
