"AUXRR273.Code.or.Value","AUXRR273.Value.Description","AUXRR273.Count","AUXRR273.Cumulative","AUXRR273.Skip.to.Item"
"-6 to 62","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
