"CBQ520.Code.or.Value","CBQ520.Value.Description","CBQ520.Count","CBQ520.Cumulative","CBQ520.Skip.to.Item"
"1","Yes",732,732,NA
"2","No",3780,4512,NA
"7","Refused",0,4512,NA
"9","Don't know",5,4517,NA
".","Missing",1882,6399,NA
