"DXXPT8Y.Code.or.Value","DXXPT8Y.Value.Description","DXXPT8Y.Count","DXXPT8Y.Cumulative","DXXPT8Y.Skip.to.Item"
"35.8 to 218.2","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
