"AUDTYR22.Code.or.Value","AUDTYR22.Value.Description","AUDTYR22.Count","AUDTYR22.Cumulative","AUDTYR22.Skip.to.Item"
"0 to 3.34","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
