"DXXPT48X.Code.or.Value","DXXPT48X.Value.Description","DXXPT48X.Count","DXXPT48X.Cumulative","DXXPT48X.Skip.to.Item"
"27.6 to 487.3","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
