"DXXPT45X.Code.or.Value","DXXPT45X.Value.Description","DXXPT45X.Count","DXXPT45X.Cumulative","DXXPT45X.Skip.to.Item"
"121.8 to 683.8","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
