"DXXPT45Y.Code.or.Value","DXXPT45Y.Value.Description","DXXPT45Y.Count","DXXPT45Y.Cumulative","DXXPT45Y.Skip.to.Item"
"136.9 to 373.9","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
