"DXXPT44Y.Code.or.Value","DXXPT44Y.Value.Description","DXXPT44Y.Count","DXXPT44Y.Cumulative","DXXPT44Y.Skip.to.Item"
"77.9 to 267.6","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
