"DXXPT24Y.Code.or.Value","DXXPT24Y.Value.Description","DXXPT24Y.Count","DXXPT24Y.Cumulative","DXXPT24Y.Skip.to.Item"
"126.4 to 359.8","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
