"DXXPT8X.Code.or.Value","DXXPT8X.Value.Description","DXXPT8X.Count","DXXPT8X.Cumulative","DXXPT8X.Skip.to.Item"
"485.7 to 1066.3","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
