"DXXPT90X.Code.or.Value","DXXPT90X.Value.Description","DXXPT90X.Count","DXXPT90X.Cumulative","DXXPT90X.Skip.to.Item"
"580.3 to 1157.8","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
