"DXXPT2Y.Code.or.Value","DXXPT2Y.Value.Description","DXXPT2Y.Count","DXXPT2Y.Cumulative","DXXPT2Y.Skip.to.Item"
"119.7 to 352.9","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
