"DXXPT84Y.Code.or.Value","DXXPT84Y.Value.Description","DXXPT84Y.Count","DXXPT84Y.Cumulative","DXXPT84Y.Skip.to.Item"
"87.4 to 274.2","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
