"DXXPT9X.Code.or.Value","DXXPT9X.Value.Description","DXXPT9X.Count","DXXPT9X.Cumulative","DXXPT9X.Skip.to.Item"
"576.7 to 1153.4","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
