"AUXRR247.Code.or.Value","AUXRR247.Value.Description","AUXRR247.Count","AUXRR247.Cumulative","AUXRR247.Skip.to.Item"
"-23 to 41","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
