"DXXPT4Y.Code.or.Value","DXXPT4Y.Value.Description","DXXPT4Y.Count","DXXPT4Y.Cumulative","DXXPT4Y.Skip.to.Item"
"135.6 to 369","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
