"DXXPT7X.Code.or.Value","DXXPT7X.Value.Description","DXXPT7X.Count","DXXPT7X.Cumulative","DXXPT7X.Skip.to.Item"
"318 to 963.7","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
