"DXXPT34Y.Code.or.Value","DXXPT34Y.Value.Description","DXXPT34Y.Count","DXXPT34Y.Cumulative","DXXPT34Y.Skip.to.Item"
"82 to 259.2","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
