"DXXPT61Y.Code.or.Value","DXXPT61Y.Value.Description","DXXPT61Y.Count","DXXPT61Y.Cumulative","DXXPT61Y.Skip.to.Item"
"41.4 to 228.7","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
