"CBQ905.Code.or.Value","CBQ905.Value.Description","CBQ905.Count","CBQ905.Cumulative","CBQ905.Skip.to.Item"
"1","Always",211,211,NA
"2","Most of the time",319,530,NA
"3","Sometimes",546,1076,NA
"4","Rarely",329,1405,NA
"5","Never",259,1664,NA
"6","Never seen",0,1664,NA
"7","Refused",0,1664,NA
"9","Don't know",0,1664,NA
".","Missing",381,2045,NA
