"DXXPT57Y.Code.or.Value","DXXPT57Y.Value.Description","DXXPT57Y.Count","DXXPT57Y.Cumulative","DXXPT57Y.Skip.to.Item"
"43.6 to 265.3","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
