"DXXPT29Y.Code.or.Value","DXXPT29Y.Value.Description","DXXPT29Y.Count","DXXPT29Y.Cumulative","DXXPT29Y.Skip.to.Item"
"113.9 to 355.2","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
