"DXXPT44Y.Code.or.Value","DXXPT44Y.Value.Description","DXXPT44Y.Count","DXXPT44Y.Cumulative","DXXPT44Y.Skip.to.Item"
"102 to 336.6","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
