"DXXPT48Y.Code.or.Value","DXXPT48Y.Value.Description","DXXPT48Y.Count","DXXPT48Y.Cumulative","DXXPT48Y.Skip.to.Item"
"117.7 to 359.1","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
