"RHQ596.Code.or.Value","RHQ596.Value.Description","RHQ596.Count","RHQ596.Cumulative","RHQ596.Skip.to.Item"
"1","Yes",12,12,""
"2","No",46,58,"RHQ740"
"7","Refused",0,58,"RHQ740"
"9","Don't know",10,68,"RHQ740"
".","Missing",3529,3597,""
