"DXXPT86Y.Code.or.Value","DXXPT86Y.Value.Description","DXXPT86Y.Count","DXXPT86Y.Cumulative","DXXPT86Y.Skip.to.Item"
"70.3 to 255.2","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
