"AUXLR209.Code.or.Value","AUXLR209.Value.Description","AUXLR209.Count","AUXLR209.Cumulative","AUXLR209.Skip.to.Item"
"-13 to 82","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
