"DXXPT69X.Code.or.Value","DXXPT69X.Value.Description","DXXPT69X.Count","DXXPT69X.Cumulative","DXXPT69X.Skip.to.Item"
"492.2 to 1072.8","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
