"DXXPT1Y.Code.or.Value","DXXPT1Y.Value.Description","DXXPT1Y.Count","DXXPT1Y.Cumulative","DXXPT1Y.Skip.to.Item"
"167.6 to 399.2","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
