"DXXPT59Y.Code.or.Value","DXXPT59Y.Value.Description","DXXPT59Y.Count","DXXPT59Y.Cumulative","DXXPT59Y.Skip.to.Item"
"62.5 to 247.3","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
