"DXXPT30Y.Code.or.Value","DXXPT30Y.Value.Description","DXXPT30Y.Count","DXXPT30Y.Cumulative","DXXPT30Y.Skip.to.Item"
"86.9 to 325.8","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
