"DXXPT17X.Code.or.Value","DXXPT17X.Value.Description","DXXPT17X.Count","DXXPT17X.Cumulative","DXXPT17X.Skip.to.Item"
"597.6 to 1177.3","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
