"DXXPT68X.Code.or.Value","DXXPT68X.Value.Description","DXXPT68X.Count","DXXPT68X.Cumulative","DXXPT68X.Skip.to.Item"
"255.2 to 899.7","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
