"DXXPT75Y.Code.or.Value","DXXPT75Y.Value.Description","DXXPT75Y.Count","DXXPT75Y.Cumulative","DXXPT75Y.Skip.to.Item"
"75.6 to 261.3","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
