"TYXP140.Code.or.Value","TYXP140.Value.Description","TYXP140.Count","TYXP140.Cumulative","TYXP140.Skip.to.Item"
"-299 to 26","Range of Values",7531,7531,NA
".","Missing",938,8469,NA
