"DXXPT42X.Code.or.Value","DXXPT42X.Value.Description","DXXPT42X.Count","DXXPT42X.Cumulative","DXXPT42X.Skip.to.Item"
"550.5 to 1137.2","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
