"DXXPT81Y.Code.or.Value","DXXPT81Y.Value.Description","DXXPT81Y.Count","DXXPT81Y.Cumulative","DXXPT81Y.Skip.to.Item"
"95.2 to 330.7","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
