"AUXLR118.Code.or.Value","AUXLR118.Value.Description","AUXLR118.Count","AUXLR118.Cumulative","AUXLR118.Skip.to.Item"
"-71 to 49","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
