"DXXPT48Y.Code.or.Value","DXXPT48Y.Value.Description","DXXPT48Y.Count","DXXPT48Y.Cumulative","DXXPT48Y.Skip.to.Item"
"104.9 to 337.6","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
