"DXXPT14X.Code.or.Value","DXXPT14X.Value.Description","DXXPT14X.Count","DXXPT14X.Cumulative","DXXPT14X.Skip.to.Item"
"177.8 to 826.4","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
