"DXXPT29X.Code.or.Value","DXXPT29X.Value.Description","DXXPT29X.Count","DXXPT29X.Cumulative","DXXPT29X.Skip.to.Item"
"120.7 to 678.1","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
