"DXXPT56X.Code.or.Value","DXXPT56X.Value.Description","DXXPT56X.Count","DXXPT56X.Cumulative","DXXPT56X.Skip.to.Item"
"112.5 to 654.7","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
