"DXXPT51Y.Code.or.Value","DXXPT51Y.Value.Description","DXXPT51Y.Count","DXXPT51Y.Cumulative","DXXPT51Y.Skip.to.Item"
"53.5 to 294.8","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
