"DXXPT69Y.Code.or.Value","DXXPT69Y.Value.Description","DXXPT69Y.Count","DXXPT69Y.Cumulative","DXXPT69Y.Skip.to.Item"
"60.2 to 246.1","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
